submission_id,ID,QUD,RT,age,block,botresponse,comments,competence,condition,critical_question,education,endTime,exp_condition,experiment_id,gender,languages,main_type,optionLeft,optionRight,prior,prompt,question,relevance,response,startDate,startTime,test_question,timeSpent,title,trial_name,trial_number
2118,21,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",7677,36,test_question4,Susan,NA,0,test,NA,Graduated College,1626778309667,hlh,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,"<b>Eleanor wants to apply to Harvard, too.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain1,21.098,Harvard admission exams,xor_question,7
2118,21,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",21598,36,some,Susan,NA,0,critical,<b>Eleanor says: 'You passed some of the exams.'</b>,Graduated College,1626778309667,hlh,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>From what Eleanor said we may conclude that Ethan did not pass all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,28,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Harvard admission exams,xor_question,8
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",50672,36,test_question1,Susan,NA,0,test,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Martha and her husband went to a Chinese restaurant.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,27,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain1,21.098,Martha's cookies,xor_question,9
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",22653,36,pri,Susan,NA,0,critical,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If Emily ate at least some of the cookies, then she ate all of them.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,0,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Martha's cookies,xor_question,10
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",17819,36,comp,Susan,NA,0,critical,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Martha knows whether Emily ate all of the cookies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,9,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Martha's cookies,xor_question,11
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",11667,36,rel,Susan,NA,0,critical,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>It is important for Martha's husband to know whether Emily ate all of the cookies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,22,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Martha's cookies,xor_question,12
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",18827,36,test_question2,Susan,NA,0,test,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Emily is Martha’s sister.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_false1,21.098,Martha's cookies,xor_question,13
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",12860,36,test_question3,Susan,NA,0,test,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Martha has children.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_true1,21.098,Martha's cookies,xor_question,14
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",16014,36,test_question4,Susan,NA,0,test,NA,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Martha is allergic to chocolate.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,37,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain2,21.098,Martha's cookies,xor_question,15
2118,22,"Martha received a couple of chocolate cookies. But neither she nor her husband eats chocolate. This evening the two of them are going out for dinner. They leave Emily to babysit their children. Martha usually puts out some food for Emily, but Emily never touches it. Emily is a very healthy and picky eater, too. Today Martha puts the cookies out on the table for her. When she comes home, Martha sees some crumbs on the couch. She talks to her husband.",19573,36,some,Susan,NA,0,critical,<b>She says to her husband: 'Emily ate some of the cookies.'</b>,Graduated College,1626778309667,lll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>From what Martha said we may conclude that Emily did not eat all of the cookies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,84,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Martha's cookies,xor_question,16
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",33436,36,test_question1,Susan,NA,0,test,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Ted is Gilbert’s apprentice.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,74,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_false1,21.098,Rotten tomatoes,xor_question,17
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",13358,36,comp,Susan,NA,0,critical,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Gilbert knows whether all of the tomatoes are rotten.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,73,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Rotten tomatoes,xor_question,18
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",7514,36,rel,Susan,NA,0,critical,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>It is important for Ted to know whether all of the tomatoes are rotten.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Rotten tomatoes,xor_question,19
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",6941,36,pri,Susan,NA,0,critical,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If at least some of the tomatoes are rotten, then all of them are.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,36,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Rotten tomatoes,xor_question,20
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",12609,36,test_question2,Susan,NA,0,test,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>The restaurant’s special dish is Italian pasta.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain1,21.098,Rotten tomatoes,xor_question,21
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",6604,36,test_question3,Susan,NA,0,test,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Gilbert is the cleaning man.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_false2,21.098,Rotten tomatoes,xor_question,22
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",4416,36,test_question4,Susan,NA,0,test,NA,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Ted and Gilbert work at an expensive restaurant.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_true1,21.098,Rotten tomatoes,xor_question,23
2118,13,"Ted is a chef at a three star restaurant. He asks his sous chef Gilbert to check today's purchase of fresh produce. Usually, most of the produce he gets is of the highest quality. Gilbert only looks at the first crate of tomatoes, and comes running back.",14669,36,some,Susan,NA,0,critical,<b>Gilbert says: 'Some of the tomatoes are rotten.'</b>,Graduated College,1626778309667,hll,63,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>From what Gilbert said we may conclude that not all of the tomatoes are rotten.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,80,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Rotten tomatoes,xor_question,24
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,14594,36,test_question1,Susan,NA,1,test,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Kenny has siblings.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain1,21.098,Unexpected guest,xor_question,25
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,14939,36,comp,Susan,NA,1,critical,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Kenny’s father knows whether Kenny’s mother is preparing both beef and pork for dinner.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Unexpected guest,xor_question,26
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,8580,36,pri,Susan,NA,1,critical,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If Kenny’s mother is preparing beef for dinner, it is likely that she is also preparing pork.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,34,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Unexpected guest,xor_question,27
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,4374,36,pri,Susan,NA,1,critical,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If Kenny’s mother is preparing pork for dinner, it is likely that she is also preparing beef.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,35,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Unexpected guest,xor_question,28
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,7292,36,rel,Susan,NA,1,critical,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>It is important for Kenny to know whether his mother is preparing both beef and pork for dinner.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Unexpected guest,xor_question,29
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,14823,36,test_question2,Susan,NA,1,test,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Kenny brought Brandon to join his family for brunch.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,0,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_false1,21.098,Unexpected guest,xor_question,30
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,13755,36,test_question3,Susan,NA,1,test,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Brandon is Kenny’s uncle.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,0,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_false2,21.098,Unexpected guest,xor_question,31
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,5802,36,test_question4,Susan,NA,1,test,NA,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Kenny’s last name is Miller.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain2,21.098,Unexpected guest,xor_question,32
2118,39,Kenny brought his schoolmate Brandon home for dinner unannounced. Kenny asks his father what's for dinner because Brandon is a vegetarian.,10467,36,xor,Susan,NA,1,critical,<b>Kenny's father says: ‘Your mother is preparing beef or pork.’</b>,Graduated College,1626778309667,lhl,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>From what Kenny’s father said we may conclude that Kenny’s mother is not preparing both beef and pork for dinner.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Unexpected guest,xor_question,33
2118,22,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,15751,36,test_question1,Susan,NA,0,test,NA,Graduated College,1626778309667,llh,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Greg and Kira took midterm exams last week.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,50,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,test_uncertain1,21.098,Greg's movie,xor_question,34
2118,22,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,25704,36,comp,Susan,NA,0,critical,NA,Graduated College,1626778309667,llh,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Kira knows whether Greg has already seen both the first and the second Star Wars movies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,13,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Greg's movie,xor_question,35
2118,22,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,7812,36,pri,Susan,NA,0,critical,NA,Graduated College,1626778309667,llh,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,"<b>If Greg has already seen the first Star Wars movie, it is likely that he has seen the second Star Wars movie as well.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,62,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Greg's movie,xor_question,36
2118,22,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,7461,36,pri,Susan,NA,0,critical,NA,Graduated College,1626778309667,llh,63,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,"<b>If Greg has already seen the second Star Wars movie, it is likely that he has already seen the first Star Wars movie as well.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,90,Tue Jul 20 2021 11:30:43 GMT+0100 (British Summer Time),1626777043787,no,21.098,Greg's movie,xor_question,37
