submission_id,ID,QUD,RT,block,condition,critical_question,exp_condition,experiment_id,main_type,prompt,question,response,test_question,title,trial_name,trial_number,class_condition,prior_class,block_extended,block_mean,block_sd,response_centered
2354,7,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,10954,competence,critical,NA,llh,73,xor,<b>Kira knows whether Greg has already seen both the first and the second Star Wars movies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",68,no,Greg's movie,main_trials,5,relevance,0,competence,79.5,20.302066718525932,-0.5664447939926275
2354,7,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,10954,competence,critical,NA,llh,73,xor,<b>Kira knows whether Greg has already seen both the first and the second Star Wars movies.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",68,no,Greg's movie,main_trials,5,prior,1,competence,79.5,20.302066718525932,-0.5664447939926275
2354,7,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,22227,xor,critical,<b>Kira tells her mother: ‘Greg already saw the first or the second Star Wars movie.’</b>,llh,73,xor,<b>From what Kira said we may conclude that Greg has not already seen both the first and the second Star Wars movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",14,no,Greg's movie,main_trials,9,competence,0,target,67.5,39.687912955742696,-1.348017469693093
2354,7,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,22227,xor,critical,<b>Kira tells her mother: ‘Greg already saw the first or the second Star Wars movie.’</b>,llh,73,xor,<b>From what Kira said we may conclude that Greg has not already seen both the first and the second Star Wars movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",14,no,Greg's movie,main_trials,9,relevance,0,target,67.5,39.687912955742696,-1.348017469693093
2354,7,Greg is a huge Star Wars fan. A couple of months ago two new Star Wars movies were released. Kira goes to the same school as Greg.,22227,xor,critical,<b>Kira tells her mother: ‘Greg already saw the first or the second Star Wars movie.’</b>,llh,73,xor,<b>From what Kira said we may conclude that Greg has not already seen both the first and the second Star Wars movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",14,no,Greg's movie,main_trials,9,prior,1,target,67.5,39.687912955742696,-1.348017469693093
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",20774,prior,critical,NA,hhh,73,some,"<b>If at least some of the rooms had working air conditioning, then all of the rooms had working air conditioning.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",82,no,Hotel check,main_trials,12,competence,1,prior,54.5,22.845443434398153,1.2037411345928846
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",20774,prior,critical,NA,hhh,73,some,"<b>If at least some of the rooms had working air conditioning, then all of the rooms had working air conditioning.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",82,no,Hotel check,main_trials,12,relevance,1,prior,54.5,22.845443434398153,1.2037411345928846
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",20774,prior,critical,NA,hhh,73,some,"<b>If at least some of the rooms had working air conditioning, then all of the rooms had working air conditioning.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",82,no,Hotel check,main_trials,12,prior,1,prior,54.5,22.845443434398153,1.2037411345928846
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",17495,relevance,critical,NA,hhh,73,some,<b>It is important for Mr. Jaynes to know whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,13,competence,1,relevance,79.5,28.797644831237275,0.7118637694205922
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",17495,relevance,critical,NA,hhh,73,some,<b>It is important for Mr. Jaynes to know whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,13,relevance,1,relevance,79.5,28.797644831237275,0.7118637694205922
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",17495,relevance,critical,NA,hhh,73,some,<b>It is important for Mr. Jaynes to know whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,13,prior,1,relevance,79.5,28.797644831237275,0.7118637694205922
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",14144,competence,critical,NA,hhh,73,some,<b>Harry knows whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,14,competence,1,competence,79.5,20.302066718525932,1.009749415378162
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",14144,competence,critical,NA,hhh,73,some,<b>Harry knows whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,14,relevance,1,competence,79.5,20.302066718525932,1.009749415378162
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",14144,competence,critical,NA,hhh,73,some,<b>Harry knows whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Hotel check,main_trials,14,prior,1,competence,79.5,20.302066718525932,1.009749415378162
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",32295,some,critical,<b>Harry reports to Mr. Jaynes: 'Some of the rooms had working air conditioning.'</b>,hhh,73,some,<b>From what Harry said we may conclude that not all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",77,no,Hotel check,main_trials,18,competence,1,target,67.5,39.687912955742696,0.23936758807634365
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",32295,some,critical,<b>Harry reports to Mr. Jaynes: 'Some of the rooms had working air conditioning.'</b>,hhh,73,some,<b>From what Harry said we may conclude that not all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",77,no,Hotel check,main_trials,18,relevance,1,target,67.5,39.687912955742696,0.23936758807634365
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",32295,some,critical,<b>Harry reports to Mr. Jaynes: 'Some of the rooms had working air conditioning.'</b>,hhh,73,some,<b>From what Harry said we may conclude that not all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",77,no,Hotel check,main_trials,18,prior,1,target,67.5,39.687912955742696,0.23936758807634365
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,13272,competence,critical,NA,lll,73,xor,<b>Sandra knows whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,20,competence,0,competence,79.5,20.302066718525932,-1.3545418986780222
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,13272,competence,critical,NA,lll,73,xor,<b>Sandra knows whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,20,relevance,0,competence,79.5,20.302066718525932,-1.3545418986780222
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,13272,competence,critical,NA,lll,73,xor,<b>Sandra knows whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,20,prior,0,competence,79.5,20.302066718525932,-1.3545418986780222
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,10071,relevance,critical,NA,lll,73,xor,<b>It is important for Susie to know whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",62,no,Brad Pitt,main_trials,21,competence,0,relevance,79.5,28.797644831237275,-0.6076885836517251
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,10071,relevance,critical,NA,lll,73,xor,<b>It is important for Susie to know whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",62,no,Brad Pitt,main_trials,21,relevance,0,relevance,79.5,28.797644831237275,-0.6076885836517251
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,10071,relevance,critical,NA,lll,73,xor,<b>It is important for Susie to know whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",62,no,Brad Pitt,main_trials,21,prior,0,relevance,79.5,28.797644831237275,-0.6076885836517251
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8669,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt played a fireman, it is likely that he also played a special agent in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",49,no,Brad Pitt,main_trials,22,competence,0,prior,54.5,22.845443434398153,-0.24074822691857695
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8669,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt played a fireman, it is likely that he also played a special agent in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",49,no,Brad Pitt,main_trials,22,relevance,0,prior,54.5,22.845443434398153,-0.24074822691857695
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8669,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt played a fireman, it is likely that he also played a special agent in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",49,no,Brad Pitt,main_trials,22,prior,0,prior,54.5,22.845443434398153,-0.24074822691857695
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,15844,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt a special agent, it is likely that he also played a fireman in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,23,competence,0,prior,54.5,22.845443434398153,-0.10943101223571679
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,15844,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt a special agent, it is likely that he also played a fireman in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,23,relevance,0,prior,54.5,22.845443434398153,-0.10943101223571679
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,15844,prior,critical,NA,lll,73,xor,"<b>If Brad Pitt a special agent, it is likely that he also played a fireman in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",52,no,Brad Pitt,main_trials,23,prior,0,prior,54.5,22.845443434398153,-0.10943101223571679
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,19463,xor,critical,<b>Sandra says to Susie: ‘Brad Pitt played a fireman or a special agent in that other movie.'</b>,lll,73,xor,<b>From what Sandra said we may conclude that Brad Pitt did not play both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Brad Pitt,main_trials,27,competence,0,target,67.5,39.687912955742696,0.8188891171032809
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,19463,xor,critical,<b>Sandra says to Susie: ‘Brad Pitt played a fireman or a special agent in that other movie.'</b>,lll,73,xor,<b>From what Sandra said we may conclude that Brad Pitt did not play both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Brad Pitt,main_trials,27,relevance,0,target,67.5,39.687912955742696,0.8188891171032809
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,19463,xor,critical,<b>Sandra says to Susie: ‘Brad Pitt played a fireman or a special agent in that other movie.'</b>,lll,73,xor,<b>From what Sandra said we may conclude that Brad Pitt did not play both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Brad Pitt,main_trials,27,prior,0,target,67.5,39.687912955742696,0.8188891171032809
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",9149,prior,critical,NA,hlh,73,some,"<b>If Ethan passed at least some of the exams, then he passed all of the exams.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,30,competence,0,prior,54.5,22.845443434398153,-0.15320341713000352
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",9149,prior,critical,NA,hlh,73,some,"<b>If Ethan passed at least some of the exams, then he passed all of the exams.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,30,relevance,1,prior,54.5,22.845443434398153,-0.15320341713000352
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",9149,prior,critical,NA,hlh,73,some,"<b>If Ethan passed at least some of the exams, then he passed all of the exams.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,30,prior,1,prior,54.5,22.845443434398153,-0.15320341713000352
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",17535,competence,critical,NA,hlh,73,some,<b>Eleanor knows whether Ethan passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,31,competence,0,competence,79.5,20.302066718525932,-1.4037979677208594
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",17535,competence,critical,NA,hlh,73,some,<b>Eleanor knows whether Ethan passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,31,relevance,1,competence,79.5,20.302066718525932,-1.4037979677208594
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",17535,competence,critical,NA,hlh,73,some,<b>Eleanor knows whether Ethan passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",51,no,Harvard admission exams,main_trials,31,prior,1,competence,79.5,20.302066718525932,-1.4037979677208594
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",42730,relevance,critical,NA,hlh,73,some,<b>It is important for Ethan to know whether he passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,32,competence,0,relevance,79.5,28.797644831237275,0.7118637694205922
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",42730,relevance,critical,NA,hlh,73,some,<b>It is important for Ethan to know whether he passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,32,relevance,1,relevance,79.5,28.797644831237275,0.7118637694205922
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",42730,relevance,critical,NA,hlh,73,some,<b>It is important for Ethan to know whether he passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,32,prior,1,relevance,79.5,28.797644831237275,0.7118637694205922
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",10781,some,critical,<b>Eleanor says: 'You passed some of the exams.'</b>,hlh,73,some,<b>From what Eleanor said we may conclude that Ethan did not pass all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,36,competence,0,target,67.5,39.687912955742696,0.8188891171032809
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",10781,some,critical,<b>Eleanor says: 'You passed some of the exams.'</b>,hlh,73,some,<b>From what Eleanor said we may conclude that Ethan did not pass all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,36,relevance,1,target,67.5,39.687912955742696,0.8188891171032809
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",10781,some,critical,<b>Eleanor says: 'You passed some of the exams.'</b>,hlh,73,some,<b>From what Eleanor said we may conclude that Ethan did not pass all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",100,no,Harvard admission exams,main_trials,36,prior,1,target,67.5,39.687912955742696,0.8188891171032809
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",88771,relevance,critical,NA,hll,73,xor,<b>It is important for Alice to know whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",50,no,College,main_trials,38,competence,0,relevance,79.5,28.797644831237275,-1.0243893267271937
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",88771,relevance,critical,NA,hll,73,xor,<b>It is important for Alice to know whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",50,no,College,main_trials,38,relevance,1,relevance,79.5,28.797644831237275,-1.0243893267271937
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",88771,relevance,critical,NA,hll,73,xor,<b>It is important for Alice to know whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",50,no,College,main_trials,38,prior,0,relevance,79.5,28.797644831237275,-1.0243893267271937
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",12840,competence,critical,NA,hll,73,xor,<b>The neighbor knows whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",73,no,College,main_trials,39,competence,0,competence,79.5,20.302066718525932,-0.32016444877844163
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",12840,competence,critical,NA,hll,73,xor,<b>The neighbor knows whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",73,no,College,main_trials,39,relevance,1,competence,79.5,20.302066718525932,-0.32016444877844163
