submission_id,ID,QUD,RT,age,block,comments,competence,condition,critical_question,education,endTime,exp_condition,expected,experiment_id,gender,languages,main_type,optionLeft,optionRight,prior,prompt,question,relevance,response,startDate,startTime,test_question,timeSpent,title,trial_name,trial_number
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",42351,29,test_question1,NA,1,test,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Harry has just visited San Diego.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_true2,51.77401666666667,Hotel check,main_trials,11
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",20774,29,pri,NA,1,critical,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,"<b>If at least some of the rooms had working air conditioning, then all of the rooms had working air conditioning.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,82,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Hotel check,main_trials,12
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",17495,29,rel,NA,1,critical,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>It is important for Mr. Jaynes to know whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Hotel check,main_trials,13
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",14144,29,comp,NA,1,critical,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Harry knows whether all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Hotel check,main_trials,14
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",37696,29,test_question2,NA,1,test,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Harry will inspect the Los Angeles hotel next.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,51,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_uncertain2,51.77401666666667,Hotel check,main_trials,15
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",252797,29,test_question3,NA,1,test,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Mr. Jaynes is the manager of the San Diego hotel.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,78,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_false2,51.77401666666667,Hotel check,main_trials,16
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",10246,29,test_question4,NA,1,test,NA,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Harry has just inspected the New York City hotel.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_false1,51.77401666666667,Hotel check,main_trials,17
2354,34,"Harry's job is to inspect hotels of an international franchise. Harry has to check whether everything is according to the high standards of the organization. He reports to his boss Mr. Jaynes after a thorough inspection of the San Diego hotel, which is usually in perfect condition.",32295,29,some,NA,1,critical,<b>Harry reports to Mr. Jaynes: 'Some of the rooms had working air conditioning.'</b>,Graduated High School,1634896423769,hhh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>From what Harry said we may conclude that not all of the rooms had working air conditioning.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,77,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Hotel check,main_trials,18
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,17574,29,test_question1,NA,0,test,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Susie has watched many movies with Will Smith.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,30,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_uncertain2,51.77401666666667,Brad Pitt,main_trials,19
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,13272,29,comp,NA,0,critical,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Sandra knows whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,52,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Brad Pitt,main_trials,20
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,10071,29,rel,NA,0,critical,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>It is important for Susie to know whether Brad Pitt played both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,62,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Brad Pitt,main_trials,21
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8669,29,pri,NA,0,critical,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If Brad Pitt played a fireman, it is likely that he also played a special agent in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,49,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Brad Pitt,main_trials,22
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,15844,29,pri,NA,0,critical,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,"<b>If Brad Pitt a special agent, it is likely that he also played a fireman in that other movie.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,52,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Brad Pitt,main_trials,23
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,4941,29,test_question2,NA,0,test,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Sandra and Susie like Brad Pitt.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_true2,51.77401666666667,Brad Pitt,main_trials,24
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,8858,29,test_question3,NA,0,test,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Sandra likes Sandra Bullock.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,26,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_uncertain1,51.77401666666667,Brad Pitt,main_trials,25
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,3406,29,test_question4,NA,0,test,NA,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Brad Pitt is an actor.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_true1,51.77401666666667,Brad Pitt,main_trials,26
2354,4,Sandra and Susie are watching a movie with Brad Pitt. Sandra vaguely remembers another movie with Brad Pitt. She tells Susie about it.,19463,29,xor,NA,0,critical,<b>Sandra says to Susie: ‘Brad Pitt played a fireman or a special agent in that other movie.'</b>,Graduated High School,1634896423769,lll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>From what Sandra said we may conclude that Brad Pitt did not play both a fireman and a special agent in that other movie.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",0,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Brad Pitt,main_trials,27
2354,NA,"A chocolate brand recently introduced new flavors. Please move the slider all the way to the left. To get people to try them, the company offers a discount price if you buy chocolate bars in all of the new flavors at the same time. Anna thinks that it's only worth the price if all of the flavors are good.",11864,29,attention_check,NA,NA,attention_check,NA,Graduated High School,1634896423769,NA,0,73,female,english,NA,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",NA,<b>Anna already tried the new salted caramel chocolate bar.</b>,"<font size=""3""> How likely is it that the statement is true given the story?</font>",NA,0,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,NA,51.77401666666667,Chocolate flavors,main_trials,28
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",62649,29,test_question1,NA,0,test,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Ethan is trying to get into an Ivy League college.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_true2,51.77401666666667,Harvard admission exams,main_trials,29
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",9149,29,pri,NA,0,critical,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,"<b>If Ethan passed at least some of the exams, then he passed all of the exams.</b>","<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,51,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Harvard admission exams,main_trials,30
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",17535,29,comp,NA,0,critical,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Eleanor knows whether Ethan passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,51,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Harvard admission exams,main_trials,31
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",42730,29,rel,NA,0,critical,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>It is important for Ethan to know whether he passed all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Harvard admission exams,main_trials,32
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",444487,29,test_question2,NA,0,test,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Eleanor and Ethan go to the same school.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_true1,51.77401666666667,Harvard admission exams,main_trials,33
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",12683,29,test_question3,NA,0,test,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Ethan took his exams yesterday.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,0,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_false1,51.77401666666667,Harvard admission exams,main_trials,34
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",9552,29,test_question4,NA,0,test,NA,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>Eleanor passed some of her exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,76,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_uncertain2,51.77401666666667,Harvard admission exams,main_trials,35
2354,43,"Ethan is a straight-A student. He wants to go to Harvard so he had to do well on his exams he took a while ago. He is very confident about the exams. Today the results of the exams were announced, but Ethan missed school. He talks to his friend Eleanor who was in school today. Eleanor just heard rumors from her fellow students about his results.",10781,29,some,NA,0,critical,<b>Eleanor says: 'You passed some of the exams.'</b>,Graduated High School,1634896423769,hlh,NA,73,female,english,some,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",1,<b>From what Eleanor said we may conclude that Ethan did not pass all of the exams.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,100,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,Harvard admission exams,main_trials,36
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",68336,29,test_question1,NA,0,test,NA,Graduated High School,1634896423769,hll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>Alice likes Michael Jackson.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,51,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,test_uncertain2,51.77401666666667,College,main_trials,37
2354,20,"Matthew and Alice recently sent out applications for colleges. Alice would love to go to the same college as Matthew, so they applied to the same colleges. However, Matthew was not a very good student so she would be surprised if he got accepted to even one college. Coincidentally, Alice runs into a neighbor of Matthew’s family at the supermarket. The neighbor tells her what he heard about Matthew’s applications.",88771,29,rel,NA,0,critical,NA,Graduated High School,1634896423769,hll,NA,73,female,english,xor,"<p style=""font-family: sans-serif"">certainly false</p>","<p style=""font-family: sans-serif"">certainly true</p>",0,<b>It is important for Alice to know whether Matthew got accepted to a college in both Washington and Austin.</b>,"<font size=""3"">How likely is it that the statement in the blue box is true given the story?</font>",1,50,Fri Oct 22 2021 11:01:57 GMT+0200 (South Africa Standard Time),1634893317328,no,51.77401666666667,College,main_trials,38
